NOM_SITE,NOM_GAZ,ID_CARAC_G,Y_LAT,X_LONG,TYPE_DE_CA,CDE_BA_20K,CDE_BA_50K,NOM_UC,INDICE_UC,SP_QUAL,TYPE_UC,ID_POP,ACRO_ZAEA,ACRO_ZAM,ACRO_ZAJ
CHEAKAMUS RIVER,CHEAKAMUS RIVER,719,49.77959275010,-123.17765419400,Stream,900-105574-143635-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-12900-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,49985,SC,GStr,SC+GStr
CHEMAINUS RIVER,CHEMAINUS RIVER,1204,48.89792582920,-123.67318080000,Stream,920-302830-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-303500-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,39975,EVI,GStr,EVI+GStr
CLUXEWE RIVER,CLUXEWE RIVER,1109,50.61172180910,-127.17751952300,Stream,920-850204-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-851500-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,52595,EVI,SFj,EVI+SFj
COLQUITZ RIVER,COLQUITZ RIVER,1216,48.45947158130,-123.41135234100,Stream,920-079201-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-079700-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,40095,EVI,GStr,EVI+GStr
CRAIGFLOWER CREEK,CRAIGFLOWER CREEK,1217,48.45637250270,-123.43284026900,Stream,920-076175-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-077200-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,40105,EVI,GStr,EVI+GStr
ENGLISHMAN RIVER,ENGLISHMAN RIVER,1184,49.32530374550,-124.29166481300,Stream,920-470275-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-462800-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,51410,EVI,GStr,EVI+GStr
EVE RIVER,EVE RIVER,1120,50.43783630230,-126.24670758900,Stream,920-757566-086842-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-758000-11400-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,52700,EVI,SFj,EVI+SFj
HYACINTHE CREEK,MCKERCHER CREEK,1134,50.12972010540,-125.23926419500,Stream,905-405793-854178-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-291000-84800-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,52840,SC,GStr,SC+GStr
HYDE CREEK,HYDE CREEK,1111,50.58293466400,-127.01797262200,Stream,920-829288-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-830500-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,52615,EVI,SFj,EVI+SFj
INDIAN RIVER,INDIAN RIVER,688,49.47103553300,-122.88310459200,Stream,900-068008-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-056000-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,49824,SC,GStr,SC+GStr
KEOGH RIVER,KEOGH RIVER,1108,50.67776702780,-127.34842814200,Stream,920-866395-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,52585,EVI,SFj,EVI+SFj
KLITE RIVER,KLITE RIVER,809,50.51142404880,-124.32945486300,Stream,900-350660-051414-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-349300-03300-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,50460,SC,GStr,SC+GStr
KOKISH RIVER,KOKISH RIVER,1115,50.53153385360,-126.87162709600,Stream,920-810549-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-810900-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,52656,EVI,SFj,EVI+SFj
LITTLE QUALICUM RIVER,LITTLE QUALICUM RIVER,1181,49.36510220030,-124.49482841100,Stream,920-490278-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-481800-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,51380,EVI,GStr,EVI+GStr
MAMQUAM RIVER,MAMQUAM RIVER,709,49.73344308780,-123.15466231400,Stream,900-105574-066486-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-05100-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,49929,SC,GStr,SC+GStr
MAMQUAM SPAWNING CHANNEL,,715,49.73160997650,-123.13101775200,Artificial Channel,900-105574-066486-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-05100-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,49965,SC,GStr,SC+GStr
MILLS CREEK,MILLS CREEK,1110,50.58943331920,-127.12364797900,Stream,920-836690-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-838200-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,52605,EVI,SFj,EVI+SFj
NAKA CREEK,NAKA CREEK,1118,50.47684754580,-126.42467860400,Stream,920-770712-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-769500-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,52680,EVI,SFj,EVI+SFj
NANAIMO RIVER,NANAIMO RIVER,1194,49.13837819280,-123.89582666400,Stream,920-388982-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-384400-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,51510,EVI,GStr,EVI+GStr
OYSTER RIVER,OYSTER RIVER,1149,49.87257621400,-125.11606967000,Stream,920-602544-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-600400-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,52990,EVI,GStr,EVI+GStr
PUNTLEDGE RIVER,PUNTLEDGE RIVER,1156,49.69591542100,-124.99493751500,Stream,920-559826-984406-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-553200-94200-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,53060,EVI,GStr,EVI+GStr
PYE CREEK,PYE CREEK,1124,50.33633013450,-125.51978649800,Stream,920-683858-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-686300-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,52740,EVI,SFj,EVI+SFj
QUALICUM RIVER,QUALICUM RIVER,1179,49.39818979300,-124.61054465700,Stream,920-499091-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-490700-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,51360,EVI,GStr,EVI+GStr
QUATAM RIVER,QUATAM RIVER,815,50.37826931940,-124.93805328300,Stream,900-369411-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-368900-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,50520,SC,GStr,SC+GStr
QUATSESE RIVER,BOYDEN CREEK,1107,50.69962862530,-127.47016851600,Stream,920-894036-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-895400-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,52575,EVI,SFj,EVI+SFj
QUINSAM RIVER,QUINSAM RIVER,1144,50.03756378550,-125.29416253000,Stream,920-627155-045026-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-627900-03600-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,52940,EVI,GStr,EVI+GStr
REFUGE COVE CREEK,,807,50.15136529140,-124.84592407500,Stream,905-415614-045472-523394-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-323000-15700-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,49144,SC,GStr,SC+GStr
SALMON RIVER,SALMON RIVER,1121,50.37311147890,-125.92993093100,Stream,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,52710,EVI,SFj,EVI+SFj
SEYMOUR RIVER,SEYMOUR RIVER,691,49.30187967900,-123.02461770100,Stream,900-078372-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-066100-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,49839,SC,GStr,SC+GStr
SHOVELNOSE CREEK,SHOVELNOSE CREEK,737,50.06843944960,-123.34357751200,Stream,900-105574-624674-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-63100-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,50070,SC,GStr,SC+GStr
SKWAWKA RIVER,SKWAWKA RIVER,782,50.20767865440,-123.98782701800,Stream,900-236275-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-233000-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,48894,SC,GStr,SC+GStr
SONGHEES CREEK,SONGHEES CREEK,1104,50.78344049430,-127.57608532100,Stream,920-914471-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-914600-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,52545,EVI,SFj,EVI+SFj
SPRING CREEK,,736,50.02062589050,-123.35297871200,Stream,900-105574-560641-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-56300-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,50065,SC,GStr,SC+GStr
SQUAMISH RIVER,SQUAMISH RIVER,708,49.68522031770,-123.18077581500,Stream,900-105574-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,49924,SC,GStr,SC+GStr
STORM CREEK,STORM CREEK,775,49.65877124760,-123.81801142500,Stream,900-193079-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-189200-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,48824,SC,GStr,SC+GStr
STRANDBY RIVER,STRANDBY RIVER,1100,50.83904584760,-128.14725977400,Stream,920-970148-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-969500-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,52510,EVI,SFj,EVI+SFj
THEODOSIA RIVER,THEODOSIA RIVER,800,50.08042828780,-124.65484570900,Stream,900-311867-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-309400-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,49074,SC,GStr,SC+GStr
TSOLUM RIVER,TSOLUM RIVER,1157,49.69576793600,-124.99450008400,Stream,920-559826-990728-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-553200-94100-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,53070,EVI,GStr,EVI+GStr
TSULQUATE RIVER,TSULQUATE RIVER,1105,50.73088289710,-127.49448535000,Stream,920-900113-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-900500-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,52555,EVI,SFj,EVI+SFj
VANCOUVER RIVER,VANCOUVER RIVER,778,49.92180994430,-123.86931392400,Stream,900-213488-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-210100-00000-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,48854,SC,GStr,SC+GStr
WEST CREEK,,789,49.73460040340,-124.05845062400,Stream,905-378431-819600-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-145000-81800-00000-0000-0000-000-000-000-000-000-000,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SER-08,SER,Current,48964,SC,GStr,SC+GStr
AHNUHATI RIVER,AHNUHATI RIVER,852,50.89044697180,-125.63968885000,Stream,900-605602-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,50890,SC,SFj,SC+SFj
AHTA RIVER,AHTA RIVER,861,50.86966942030,-126.16562844100,Stream,900-642105-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-640400-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,50980,SC,SFj,SC+SFj
APPLE RIVER,APPLE RIVER,828,50.71691484680,-125.41557558000,Stream,900-473087-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-469600-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,50650,SC,SFj,SC+SFj
BAMFORD CREEK,,893,50.98993807500,-127.30736203900,Stream,900-827123-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-828000-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,49484,SC,SFj,SC+SFj
CHARLES CREEK,CHARLES CREEK,873,50.93665281480,-126.35563768000,Stream,900-684906-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-685800-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,51100,SC,SFj,SC+SFj
CHONAT CREEK,,1138,50.29464640420,-125.29625720300,Stream,905-405793-514265-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-291000-51300-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,52880,SC,SFj,SC+SFj
ESTERO CREEK,,425,50.50625260770,-125.15397352200,Stream,900-439494-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-438100-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,48394,SC,SFj,SC+SFj
FANNY BAY CREEK,,825,50.53092130830,-125.40226131500,Stream,900-452137-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,,SOUTHERN FJORDS,SER-09,SER,Current,50620,SC,SFj,SC+SFj
FRAZER CREEK,FRAZER CREEK,830,50.71999364120,-125.47847089800,Stream,900-474796-003023-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-471200-00800-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,50670,SC,SFj,SC+SFj
GRANITE BAY CREEK,,1136,50.23696592130,-125.30379359400,Stream,905-405793-365383-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-291000-35900-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,52860,SC,SFj,SC+SFj
GRASSY CREEK,GRASSY CREEK,826,50.50358074070,-125.54714378500,Stream,900-462275-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-459600-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,50630,SC,SFj,SC+SFj
GRAY CREEK,GRAY CREEK,827,50.53755240920,-125.52784440500,Stream,900-463956-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-461200-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,50640,SC,SFj,SC+SFj
HOMATHKO RIVER,HOMATHKO RIVER,819,50.93084166000,-124.86006695100,Stream,900-407906-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-406900-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,50560,HK,SFj,HK+SFj
KANISH CREEK,,1137,50.26467818950,-125.28558362500,Stream,905-405793-419323-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-291000-41400-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,52870,SC,SFj,SC+SFj
KENNETH RIVER,KENNETH RIVER,887,50.83387893790,-127.00964612400,Stream,900-771280-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-772800-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,50185,SC,SFj,SC+SFj
KINGCOME RIVER,KINGCOME RIVER,872,50.92731429930,-126.18742989100,Stream,900-680928-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-681600-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,51090,SC,SFj,SC+SFj
KLINAKLINI RIVER,KLINAKLINI RIVER,850,51.09645917420,-125.62358133100,Stream,900-595322-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-592700-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,50870,HK,SFj,HK+SFj
KNOX BAY CREEK,,823,50.39458741290,-125.60726298400,Stream,905-436712-790286-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-381000-79000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,50600,SC,SFj,SC+SFj
LULL CREEK,LULL CREEK,858,50.70212402130,-126.01920537600,Stream,900-623571-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-620600-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,50950,SC,SFj,SC+SFj
MATSIU CREEK,MATSIU CREEK,855,50.70469047220,-125.82555646300,Stream,900-617006-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-614100-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,50920,SC,SFj,SC+SFj
NIMMO CREEK,,877,50.95239598210,-126.71939846900,Stream,900-713636-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-715700-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,51135,SC,SFj,SC+SFj
ORFORD RIVER,ORFORD RIVER,816,50.59779946990,-124.85745323900,Stream,900-391855-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-391500-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,50530,SC,SFj,SC+SFj
READ CREEK,READ CREEK,833,50.53639449850,-125.77905288000,Stream,900-504444-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-501200-00000-00000-0000-0000-000-000-000-000-000-000,SOUTHERN FJORDS,SER-09,SER,Current,50700,SC,SFj,SC+SFj
