NOM_SITE,NOM_GAZ,ID_CARAC_G,Y_LAT,X_LONG,TYPE_DE_CA,CDE_BA_20K,CDE_BA_50K,NOM_UC,INDICE_UC,SP_QUAL,TYPE_UC,ID_POP,ACRO_ZAEA,ACRO_ZAM,ACRO_ZAJ
CHEMAINUS RIVER,CHEMAINUS RIVER,1204,48.89792582920,-123.67318080000,Stream,920-302830-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-303500-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,39979,EVI,GStr,EVI+GStr
COWICHAN RIVER,COWICHAN RIVER,1208,48.75324893500,-123.63631731400,Stream,920-252823-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-257700-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,40019,EVI,GStr,EVI+GStr
DESERTED RIVER,DESERTED RIVER,780,50.09275635220,-123.74213625000,Stream,900-223912-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-220600-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,48878,SC,GStr,SC+GStr
DREW CREEK,DREW CREEK,1135,50.08877978560,-125.19236556000,Stream,905-405793-902265-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-291000-89600-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,52854,SC,GStr,SC+GStr
ENGLISHMAN RIVER,ENGLISHMAN RIVER,1184,49.32530374550,-124.29166481300,Stream,920-470275-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-462800-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,51414,EVI,GStr,EVI+GStr
FORBES BAY CREEK,,804,50.27464061180,-124.62199273900,Stream,900-336002-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-333800-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,49118,SC,GStr,SC+GStr
FRENCH CREEK,FRENCH CREEK,1183,49.34901559800,-124.36358779400,Stream,920-479504-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-470700-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,51404,EVI,GStr,EVI+GStr
GOLDSTREAM RIVER,GOLDSTREAM RIVER,1211,48.48517285490,-123.54836063900,Stream,920-209673-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-211900-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,40049,EVI,GStr,EVI+GStr
GRAY CREEK,GRAY CREEK,773,49.53858079180,-123.76559529000,Stream,900-171722-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-168400-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,48808,SC,GStr,SC+GStr
HEADQUARTERS CREEK,HEADQUARTERS CREEK,398,49.76751517590,-125.11829522400,Stream,920-559826-990728-423365-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-553200-94100-43300-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,45851,EVI,GStr,EVI+GStr
HOLLAND CREEK,HOLLAND CREEK,1201,48.98109251870,-123.80440400700,Stream,920-322181-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-321500-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,51584,EVI,GStr,EVI+GStr
HYACINTHE CREEK,MCKERCHER CREEK,1134,50.12972010540,-125.23926419500,Stream,905-405793-854178-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-291000-84800-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,52844,SC,GStr,SC+GStr
INDIAN RIVER,INDIAN RIVER,688,49.47103553300,-122.88310459200,Stream,900-068008-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-056000-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,49826,SC,GStr,SC+GStr
JEFFERD CREEK,JEFFERD CREEK,788,49.77492544580,-124.27933206600,Stream,900-275764-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-272400-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,48958,SC,GStr,SC+GStr
JORDAN RIVER,JORDAN RIVER,1228,48.42189517350,-124.05518480700,Stream,930-038943-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-037300-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,40219,WVI,WVI,WVI+WVI
KELLY CREEK,KELLY CREEK,793,49.77388575690,-124.38009771900,Stream,900-282198-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-278600-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,49008,SC,GStr,SC+GStr
KINGFISHER CREEK,HAIG-BROWN KINGFISHER CREEK,1143,50.03593733710,-125.28032838200,Stream,920-627155-033898-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-627900-03559-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,52934,EVI,GStr,EVI+GStr
KLITE RIVER,KLITE RIVER,809,50.51142404880,-124.32945486300,Stream,900-350660-051414-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-349300-03300-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,50464,SC,GStr,SC+GStr
LANG CREEK,LANG CREEK,792,49.77633682410,-124.37070809800,Stream,900-281581-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-278100-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,48998,SC,GStr,SC+GStr
LITTLE QUALICUM RIVER,LITTLE QUALICUM RIVER,1181,49.36510220030,-124.49482841100,Stream,920-490278-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-481800-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,51384,EVI,GStr,EVI+GStr
LOIS RIVER,LOIS RIVER,790,49.77346406370,-124.33061185400,Stream,900-280522-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-277000-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,48978,SC,GStr,SC+GStr
MAMQUAM RIVER,MAMQUAM RIVER,709,49.73344308780,-123.15466231400,Stream,900-105574-066486-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-05100-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,49931,SC,GStr,SC+GStr
MENZIES CREEK,MENZIES CREEK,1139,50.13731397530,-125.39117455600,Stream,920-644562-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-646600-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,52894,EVI,GStr,EVI+GStr
MILLARD CREEK,MILLARD CREEK,1162,49.66945695240,-124.97415733700,Stream,920-558488-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-551800-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,53124,EVI,GStr,EVI+GStr
MOHUN CREEK,MOHUN CREEK,1140,50.11208410750,-125.37399843000,Stream,920-641351-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-643100-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,52904,EVI,GStr,EVI+GStr
MORRISON CREEK,MORRISON CREEK,1160,49.68891592150,-125.01373953300,Stream,920-559826-984406-044942-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-553200-94200-04800-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,53104,EVI,GStr,EVI+GStr
NANAIMO RIVER,NANAIMO RIVER,1194,49.13837819280,-123.89582666400,Stream,920-388982-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-384400-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,51514,EVI,GStr,EVI+GStr
NANOOSE CREEK,NANOOSE CREEK,1186,49.26745399260,-124.19280979800,Stream,920-432397-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-427200-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,51434,EVI,GStr,EVI+GStr
NILE CREEK,NILE CREEK,1178,49.42027161740,-124.64035005700,Stream,920-502507-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-494300-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,51354,EVI,GStr,EVI+GStr
NUNNS CREEK,NUNNS CREEK,1142,50.04342155780,-125.25225971500,Stream,920-627155-006272-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-626200-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,52924,EVI,GStr,EVI+GStr
OKEOVER CREEK,,799,49.96401910400,-124.67550391100,Stream,900-305975-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-303400-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,49068,SC,GStr,SC+GStr
OPEN BAY CREEK,,1133,50.13935630930,-125.21806427600,Stream,905-405793-829793-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-291000-82400-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,52834,SC,GStr,SC+GStr
OYSTER RIVER,OYSTER RIVER,1149,49.87257621400,-125.11606967000,Stream,920-602544-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-600400-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,52994,EVI,GStr,EVI+GStr
PUNTLEDGE RIVER,PUNTLEDGE RIVER,1156,49.69591542100,-124.99493751500,Stream,920-559826-984406-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-553200-94200-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,53064,EVI,GStr,EVI+GStr
QUALICUM RIVER,QUALICUM RIVER,1179,49.39818979300,-124.61054465700,Stream,920-499091-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-490700-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,51364,EVI,GStr,EVI+GStr
QUATAM RIVER,QUATAM RIVER,815,50.37826931940,-124.93805328300,Stream,900-369411-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-368900-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,50524,SC,GStr,SC+GStr
QUINSAM RIVER,QUINSAM RIVER,1144,50.03756378550,-125.29416253000,Stream,920-627155-045026-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-627900-03600-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,52944,EVI,GStr,EVI+GStr
ROSEWALL CREEK,ROSEWALL CREEK,1172,49.46668515790,-124.77863890700,Stream,920-519315-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-510600-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,51294,EVI,GStr,EVI+GStr
SECHELT CREEK,SECHELT CREEK,774,49.68137348640,-123.55579949600,Stream,900-180821-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-177400-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,48818,SC,GStr,SC+GStr
SEYMOUR RIVER,SEYMOUR RIVER,691,49.30187967900,-123.02461770100,Stream,900-078372-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-066100-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,49841,SC,GStr,SC+GStr
SHANNON CREEK,SHANNON CREEK,772,49.67508421950,-123.16147426800,Stream,900-102436-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-090400-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,48798,SC,GStr,SC+GStr
SIMMS CREEK,SIMMS CREEK,1145,49.97903590120,-125.22183895000,Stream,920-617535-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-616300-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,52954,EVI,GStr,EVI+GStr
SKWAWKA RIVER,SKWAWKA RIVER,782,50.20767865440,-123.98782701800,Stream,900-236275-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-233000-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,48898,SC,GStr,SC+GStr
SLIAMMON CREEK,SLIAMMON CREEK,798,49.89540639660,-124.60631831400,Stream,900-289325-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-286000-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,49058,SC,GStr,SC+GStr
SOOKE RIVER,SOOKE RIVER,1221,48.38412517530,-123.69901777300,Stream,930-023810-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-022100-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,40149,WVI,WVI,WVI+WVI
SQUAMISH RIVER,SQUAMISH RIVER,708,49.68522031770,-123.18077581500,Stream,900-105574-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-097600-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,49926,SC,GStr,SC+GStr
TAHUMMING RIVER,TAHUMMING RIVER,812,50.49277247910,-124.38736455500,Stream,900-351670-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-350700-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,50494,SC,GStr,SC+GStr
THEODOSIA RIVER,THEODOSIA RIVER,800,50.08042828780,-124.65484570900,Stream,900-311867-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-309400-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,49078,SC,GStr,SC+GStr
TOBA RIVER,TOBA RIVER,808,50.48861580960,-124.36586563300,Stream,900-350660-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-349300-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,49798,SC,GStr,SC+GStr
TRENT RIVER,TRENT RIVER,1164,49.64412311870,-124.93006273700,Stream,920-553164-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-545800-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,52034,EVI,GStr,EVI+GStr
TSABLE RIVER,TSABLE RIVER,1166,49.51873293380,-124.82995989700,Stream,920-535278-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-527600-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,52054,EVI,GStr,EVI+GStr
TSOLUM RIVER,TSOLUM RIVER,1157,49.69576793600,-124.99450008400,Stream,920-559826-990728-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-553200-94100-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,53074,EVI,GStr,EVI+GStr
TZOONIE RIVER,TZOONIE RIVER,776,49.78782448610,-123.72357438400,Stream,900-198810-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-195000-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,48838,SC,GStr,SC+GStr
VANCOUVER RIVER,VANCOUVER RIVER,778,49.92180994430,-123.86931392400,Stream,900-213488-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-210100-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,48858,SC,GStr,SC+GStr
VILLAGE BAY CREEK,CLEAR CREEK,1132,50.16525129180,-125.18778356400,Stream,905-405793-775537-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,905-291000-76900-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,52824,SC,SFj,SC+SFj
WHITTALL CREEK,WHITTALL CREEK,791,49.77651769420,-124.35303255800,Stream,900-281180-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-277700-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,48988,SC,GStr,SC+GStr
WILFRED CREEK,WILFRED CREEK,1170,49.48333986640,-124.79703847600,Stream,920-525880-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-517300-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,51274,EVI,GStr,EVI+GStr
WILLOW CREEK,WILLOW CREEK,1146,49.96588191130,-125.20833553100,Stream,920-615785-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,920-614400-00000-00000-0000-0000-000-000-000-000-000-000,GEORGIA STRAIT,PKE-1,PKE,Current,52964,EVI,GStr,EVI+GStr
AMAI CREEK,AMAI CREEK,1410,50.02348097990,-127.07728476300,Stream,930-651588-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-653300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKE-2,PKE,Current,41839,WVI,WVI,WVI+WVI
APPLE CREEK,APPLE CREEK,1389,49.83173399000,-126.90502109900,Stream,935-371895-564692-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,935-483000-57600-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKE-2,PKE,Current,41629,WVI,WVI,WVI+WVI
ARTLISH RIVER,ARTLISH RIVER,1413,50.11509610430,-127.08752768500,Stream,930-671111-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-671100-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKE-2,PKE,Current,41869,WVI,WVI,WVI+WVI
ATLEO RIVER,ATLEO RIVER,1336,49.36991724820,-126.05833637400,Stream,930-400575-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-403700-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKE-2,PKE,Current,41129,WVI,WVI,WVI+WVI
BARR CREEK,BARR CREEK,1393,49.91384680510,-126.78382323100,Stream,930-574813-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-577600-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKE-2,PKE,Current,41669,WVI,WVI,WVI+WVI
BATTLE BAY RIVER,,1429,50.12132420170,-127.58670742100,Stream,930-738595-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-739000-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKE-2,PKE,Current,39694,WVI,WVI,WVI+WVI
BEDWELL RIVER,BEDWELL RIVER,1327,49.36425732530,-125.77684334400,Stream,930-350962-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-355300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKE-2,PKE,Current,52314,WVI,WVI,WVI+WVI
BEDWELL SYSTEM,BEDWELL RIVER,7990630,49.38831365120,-125.75962053000,Stream,930-350962-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-355300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKE-2,PKE,Current,45186,WVI,WVI,WVI+WVI
BRODICK CREEK,BRODICK CREEK,1390,49.84504323110,-126.89936772400,Stream,935-371895-585160-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,935-483000-59300-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND,PKE-2,PKE,Current,41639,WVI,WVI,WVI+WVI
