CU_NAME,FULL_CU_IN,SP_QUAL,CU_TYPE,Shape_Leng,Shape_Area
Lower Thompson_SP_1.2,CK-17,CK,Current,14.72275281160,1.56614255862
Maria Slough_SU_0.3,CK-7,CK,VREQ[Current],0.42663596578,0.00656709609
Middle Fraser-Fraser Canyon_SP_1.3,CK-8,CK,Current,3.98794671973,0.21473254990
Middle Fraser River-Portage_FA_1.3,CK-9,CK,Current,2.42586802975,0.12258111108
Middle Fraser River_SP_1.3,CK-10,CK,Current,61.48703905770,6.36458539789
Middle Fraser River_SU_1.3,CK-11,CK,Current,46.27387457390,3.03005717128
North Thompson_SP_1.3,CK-18,CK,Current,7.49785751839,0.53907370751
North Thompson_SU_1.3,CK-19,CK,Current,10.69425014620,0.79663898680
Okanagan_1.x,CK-1,CK,Current,2.25354594194,0.13272632228
Shuswap River_SU_0.3,CK-15,CK,Current,7.92476677160,0.12234170349
South Thompson-Bessette Creek_SU_1.2,CK-16,CK,Current,2.09976045071,0.10027875269
South Thompson_SU_0.3,CK-13,CK,Current,15.22878715250,1.33620649124
South Thompson_SU_1.3,CK-14,CK,Current,10.59422350920,0.49729663225
Upper Adams River_SU_x.x,CK-82,CK,Current,4.03268750758,0.19779565530
Upper Fraser River_SP_1.3,CK-12,CK,Current,24.15536154820,3.32555250169
North & Central Coast-Late Timing,CK-41,CK,Current,127.01632056800,2.05290347948
Southern Mainland-Georgia Strait_FA_0.x,CK-20,CK,Current,38.96704747180,1.96506346003
Southern Mainland-Southern Fjords_FA_0.x,CK-28,CK,Current,67.34294251560,1.94666512325
Homathko_SU_x.x,CK-34,CK,Current,5.84120449162,0.74688316247
Klinaklini_SU_1.3,CK-35,CK,Current,6.73248151108,0.76446513684
Upper Yukon River,CK-69,CK,Current,20.30989933730,5.18966268132
Lynn Canal,CK-66,CK,Current,4.08111732681,0.26613049699
Taku-Mid Timing,CK-64,CK,Current,7.04671207788,0.61135513779
North & Central Coast-Early Timing,CK-42,CK,Current,52.55810877650,2.21090330082
Taku-Early Timing,CK-63,CK,Current,6.30039199800,0.60416345003
Taku-Late Timing,CK-65,CK,Current,10.50639912530,1.34511499241
Alsek,CK-67,CK,Current,8.37114990153,1.11578527317
Haida Gwaii-East,CK-44,CK,Current,28.40447682310,0.45306927626
Haida Gwaii-North,CK-43,CK,Current,13.43041590140,0.49327183447
East Vancouver Island-Georgia Strait_SU_0.3,CK-83,CK,Current,3.50014604170,0.14040163165
East Vancouver Island-Nanaimo_SP_1.x,CK-23,CK,Current,1.80941023607,0.08035791075
