NOM_SITE,NOM_GAZ,ID_CARAC_G,Y_LAT,X_LONG,TYPE_DE_CA,CDE_BA_20K,CDE_BA_50K,NOM_UC,INDICE_UC,SP_QUAL,TYPE_UC,ID_POP,ACRO_ZAEA,ACRO_ZAM,ACRO_ZAJ
NICOMEKL RIVER,NICOMEKL RIVER,678,49.05821784780,-122.86973135100,Stream,900-004391-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-004300-00000-00000-0000-0000-000-000-000-000-000-000,BOUNDARY BAY_FA_0.3,CK-2,CK,VREQ[Current],1840,BB,GStr,BB+GStr
SERPENTINE RIVER,SERPENTINE RIVER,681,49.08322704220,-122.85027103300,Stream,900-005473-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-005500-00000-00000-0000-0000-000-000-000-000-000-000,BOUNDARY BAY_FA_0.3,CK-2,CK,VREQ[Current],2168,BB,GStr,BB+GStr
HARRISON RIVER,HARRISON RIVER,179,49.22891514400,-121.94660097800,Stream,100-077501-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,110-000000-00000-00000-0000-0000-000-000-000-000-000-000,LOWER FRASER RIVER_FA_0.3,CK-3,CK,Current,46034,LFR,GStr,LFR+GStr
BIRKENHEAD RIVER,BIRKENHEAD RIVER,198,50.30637328730,-122.60583307600,Stream,100-077501-955583-415280-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,119-425100-00000-00000-0000-0000-000-000-000-000-000-000,LOWER FRASER RIVER_SP_1.3,CK-4,CK,Current,46101,LILL,GStr,LILL+GStr
GREEN RIVER,GREEN RIVER,201,50.30203008630,-122.72201879600,Stream,100-077501-955583-455209-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,119-467100-00000-00000-0000-0000-000-000-000-000-000-000,LOWER FRASER RIVER_SP_1.3,CK-4,CK,Current,46111,LILL,GStr,LILL+GStr
PITT RIVER - UPPER,PITT RIVER,13,49.56670908850,-122.63292292500,Stream,100-025956-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-026700-00000-00000-0000-0000-000-000-000-000-000-000,LOWER FRASER RIVER-UPPER PITT_SU_1.3,CK-5,CK,Current,47921,LFR,GStr,LFR+GStr
CHURN CREEK,CHURN CREEK,138,51.51880746580,-122.28280284100,Stream,100-321833-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-324200-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SP_1.3,CK-10,CK,Current,47238,MFR,GStr,MFR+GStr
COTTONWOOD RIVER - UPPER,,2457,53.11670061610,-122.61159699500,Stream Segment,100-478686-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-481100-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SP_1.3,CK-10,CK,Current,44772,MFR,GStr,MFR+GStr
DRIFTWOOD RIVER,DRIFTWOOD RIVER,344,55.69922333760,-126.25172167300,Stream,100-567134-179319-815989-532920-992397-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-99200-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SP_1.3,CK-10,CK,Current,45599,MFR,GStr,MFR+GStr
ENDAKO RIVER,ENDAKO RIVER,299,54.04879696460,-124.90586907200,Stream,100-567134-374775-948201-023010-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,180-374000-95200-01900-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SP_1.3,CK-10,CK,Current,45510,MFR,GStr,MFR+GStr
HORSEFLY RIVER,HORSEFLY RIVER,291,52.46617344830,-121.38855296300,Stream,100-458399-638146-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-635400-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SP_1.3,CK-10,CK,Current,46901,MFR,GStr,MFR+GStr
LIGHTNING CREEK,LIGHTNING CREEK,144,53.01675821210,-122.11306377300,Stream,100-478686-388281-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-481100-38900-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SP_1.3,CK-10,CK,Current,47297,MFR,GStr,MFR+GStr
MCKINLEY CREEK,MCKINLEY CREEK,2401,52.28916107970,-121.06994082400,Stream,100-458399-638146-468647-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-635400-46400-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SP_1.3,CK-10,CK,Current,45051,MFR,GStr,MFR+GStr
NARCOSLI CREEK,NARCOSLI CREEK,140,52.82196192800,-122.46113471800,Stream,100-444782-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-446700-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SP_1.3,CK-10,CK,Current,47257,MFR,GStr,MFR+GStr
BIG SILVER CREEK,BIG SILVER CREEK,192,49.57910897250,-121.83664117900,Stream,100-077501-616023-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,110-599000-00000-00000-0000-0000-000-000-000-000-000-000,LOWER FRASER RIVER_SU_1.3,CK-6,CK,Current,46076,LFR,GStr,LFR+GStr
CHILLIWACK RIVER,CHILLIWACK RIVER,62,49.12641334960,-122.09835350000,Stream,100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-065700-09700-00000-0000-0000-000-000-000-000-000-000,LOWER FRASER RIVER_SU_1.3,CK-6,CK,Current,46985,LFR,GStr,LFR+GStr
COGBURN CREEK,COGBURN CREEK,190,49.53357779030,-121.76844269000,Stream,100-077501-550992-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,110-535100-00000-00000-0000-0000-000-000-000-000-000-000,LOWER FRASER RIVER_SU_1.3,CK-6,CK,Current,46068,LFR,GStr,LFR+GStr
DOUGLAS CREEK,DOUGLAS CREEK,195,49.76274436040,-122.15264817600,Stream,100-077501-985523-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,110-987400-00000-00000-0000-0000-000-000-000-000-000-000,LOWER FRASER RIVER_SU_1.3,CK-6,CK,Current,46087,LILL,GStr,LILL+GStr
LILLOOET RIVER,LILLOOET RIVER,2475,49.74746814850,-122.14582827100,Stream,100-077501-955583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,119-000000-00000-00000-0000-0000-000-000-000-000-000-000,LOWER FRASER RIVER_SU_1.3,CK-6,CK,Current,44538,LILL,GStr,LILL+GStr
LILLOOET RIVER - LOWER,LILLOOET RIVER,177,49.74746814850,-122.14582827100,Stream Segment,100-077501-955583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,119-000000-00000-00000-0000-0000-000-000-000-000-000-000,LOWER FRASER RIVER_SU_1.3,CK-6,CK,Current,46967,LILL,GStr,LILL+GStr
LILLOOET RIVER - UPPER,LILLOOET RIVER,178,50.29977244770,-122.61721728400,Stream Segment,100-077501-955583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,119-000000-00000-00000-0000-0000-000-000-000-000-000-000,LOWER FRASER RIVER_SU_1.3,CK-6,CK,Current,46029,LILL,GStr,LILL+GStr
SLOQUET CREEK,SLOQUET CREEK,197,49.76784582160,-122.20503098800,Stream,100-077501-955583-030689-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,119-025200-00000-00000-0000-0000-000-000-000-000-000-000,LOWER FRASER RIVER_SU_1.3,CK-6,CK,Current,46097,LILL,GStr,LILL+GStr
TIPELLA CREEK,TIPELLA CREEK,194,49.74283255560,-122.15162620500,Stream,100-077501-955583-005332-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,110-954600-00000-00000-0000-0000-000-000-000-000-000-000,LOWER FRASER RIVER_SU_1.3,CK-6,CK,Current,46082,LFR,GStr,LFR+GStr
MARIA SLOUGH,MARIA SLOUGH,104,49.23413632600,-121.73054797900,Slough Segment,100-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-000000-00000-00000-0000-0000-000-000-000-000-000-000,MARIA SLOUGH_SU_0.3,CK-7,CK,VREQ[Current],47096,LFR,GStr,LFR+GStr
ANDERSON RIVER,ANDERSON RIVER,124,49.84180665180,-121.43516524100,Stream,100-156509-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-158000-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER-FRASER CANYON_SP_1.3,CK-8,CK,Current,47156,FRCany,GStr,FRCany+GStr
NAHATLATCH RIVER,NAHATLATCH RIVER,125,49.97713929860,-121.51019095700,Stream,100-168517-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-170100-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER-FRASER CANYON_SP_1.3,CK-8,CK,Current,47165,FRCany,GStr,FRCany+GStr
PORTAGE CREEK,SETON RIVER,129,50.70835134680,-122.26938894600,Stream Segment,100-233886-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-235900-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER-PORTAGE_FA_1.3,CK-9,CK,Current,47189,MFR,GStr,MFR+GStr
AHBAU CREEK,AHBAU CREEK,143,53.17461753740,-122.49920906300,Stream,100-478686-071246-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-481100-07300-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SP_1.3,CK-10,CK,Current,47287,MFR,GStr,MFR+GStr
BAEZAEKO RIVER,BAEZAEKO RIVER,2455,53.13512263380,-123.67147799800,Stream,100-500560-367242-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,170-365800-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SP_1.3,CK-10,CK,Current,44752,MFR,GStr,MFR+GStr
BAKER CREEK,BAKER CREEK,141,52.97297938790,-122.50316666700,Stream,100-458476-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-460500-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SP_1.3,CK-10,CK,Current,47267,MFR,GStr,MFR+GStr
BRIDGE RIVER,BRIDGE RIVER,133,50.74950978300,-121.93154067900,Stream,100-239855-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-241900-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SP_1.3,CK-10,CK,Current,47229,MFR,GStr,MFR+GStr
CARIBOO RIVER,CARIBOO RIVER,290,52.66253574310,-121.67584173000,Stream,100-458399-466616-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-466100-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SP_1.3,CK-10,CK,Current,46892,MFR,GStr,MFR+GStr
CHILAKO RIVER,CHILAKO RIVER,296,53.88643599460,-122.97825129300,Stream,100-567134-069486-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,180-069000-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SP_1.3,CK-10,CK,Current,46011,MFR,GStr,MFR+GStr
CHILCOTIN RIVER,CHILCOTIN RIVER,285,51.73995282300,-122.40130928800,Stream,100-342455-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,150-000000-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SP_1.3,CK-10,CK,Current,46842,MFR,GStr,MFR+GStr
WEST ROAD RIVER,WEST ROAD (BLACKWATER) RIVER,294,53.31075481570,-122.87579421700,Stream,100-500560-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,170-000000-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SP_1.3,CK-10,CK,Current,45991,MFR,GStr,MFR+GStr
YALAKOM RIVER,YALAKOM RIVER,134,50.86356005100,-122.17250181300,Stream,100-239855-151124-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-241900-16600-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SP_1.3,CK-10,CK,Current,47234,MFR,GStr,MFR+GStr
CARIBOO RIVER,CARIBOO RIVER,290,52.66253574310,-121.67584173000,Stream,100-458399-466616-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-466100-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SU_1.3,CK-11,CK,Current,46891,MFR,GStr,MFR+GStr
CHILKO RIVER,CHILKO RIVER,286,52.09604997750,-123.46081927700,Stream,100-342455-328500-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,150-335700-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SU_1.3,CK-11,CK,Current,46851,MFR,GStr,MFR+GStr
ELKIN CREEK,ELKIN CREEK,288,51.68586278460,-123.72186410600,Stream,100-342455-328500-134035-287985-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,150-335700-13400-28700-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SU_1.3,CK-11,CK,Current,46871,MFR,GStr,MFR+GStr
KAZCHEK CREEK,KAZCHEK CREEK,316,54.88509993200,-125.17055878000,Stream,100-567134-179319-815989-532920-067591-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-04800-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SU_1.3,CK-11,CK,Current,45567,MFR,GStr,MFR+GStr
KUZKWA RIVER,KUZKWA RIVER,312,54.78834160140,-124.87847937500,Stream,100-567134-179319-815989-290384-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-32400-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SU_1.3,CK-11,CK,Current,45555,MFR,GStr,MFR+GStr
KUZKWA RIVER,KUZKWA RIVER,312,54.78834160140,-124.87847937500,Stream,100-567134-179319-815989-290384-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-32400-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SU_1.3,CK-11,CK,Current,1416,MFR,GStr,MFR+GStr
MIDDLE RIVER,MIDDLE RIVER,2485,54.86647560650,-125.11930516900,Stream,100-567134-179319-815989-532920-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-63300-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SU_1.3,CK-11,CK,Current,44564,MFR,GStr,MFR+GStr
MITCHELL RIVER,MITCHELL RIVER,293,52.77836565380,-120.80404997300,Stream,100-458399-740856-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-738500-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SU_1.3,CK-11,CK,Current,1756,MFR,GStr,MFR+GStr
NECHAKO RIVER,NECHAKO RIVER,295,53.91740698690,-122.71492179200,Stream,100-567134-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,180-000000-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SU_1.3,CK-11,CK,Current,46001,MFR,GStr,MFR+GStr
ORMOND CREEK,ORMOND CREEK,298,54.08843558350,-124.74789273600,Stream,100-567134-374775-507094-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,180-374000-51000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SU_1.3,CK-11,CK,Current,46024,MFR,GStr,MFR+GStr
PINCHI CREEK,PINCHI CREEK,308,54.56348059150,-124.48895023500,Stream,100-567134-179319-710832-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-697600-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SU_1.3,CK-11,CK,Current,45547,MFR,GStr,MFR+GStr
QUESNEL RIVER,QUESNEL RIVER,289,52.97064226450,-122.49800394400,Stream,100-458399-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,160-000000-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SU_1.3,CK-11,CK,Current,46881,MFR,GStr,MFR+GStr
SETON AND CAYOOSH CREEKS,,7990579,50.66872680360,-121.97260988800,Stream,100-233886-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-235900-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SU_1.3,CK-11,CK,Current,47199,MFR,GStr,MFR+GStr
SETON RIVER,SETON RIVER,2476,50.68089255140,-121.92870087600,Stream,100-233886-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-235900-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SU_1.3,CK-11,CK,Current,2178,MFR,GStr,MFR+GStr
STELLAKO RIVER,STELLAKO RIVER,297,54.05609746650,-124.88505303000,Stream,100-567134-374775-948201-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,180-374000-95200-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SU_1.3,CK-11,CK,Current,46021,MFR,GStr,MFR+GStr
STUART RIVER,STUART RIVER,305,53.98833550200,-123.54137510700,Stream,100-567134-179319-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-000000-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SU_1.3,CK-11,CK,Current,45535,MFR,GStr,MFR+GStr
TACHIE RIVER,TACHIE RIVER,309,54.65906087810,-124.76983406000,Stream,100-567134-179319-815989-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,182-819600-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SU_1.3,CK-11,CK,Current,45550,MFR,GStr,MFR+GStr
TASEKO RIVER,TASEKO RIVER,2636,52.00723727530,-123.67771947400,Stream,100-342455-328500-134035-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,150-335700-13400-00000-0000-0000-000-000-000-000-000-000,MIDDLE FRASER RIVER_SU_1.3,CK-11,CK,Current,2507,MFR,GStr,MFR+GStr
ANTLER CREEK,ANTLER CREEK,160,53.26869809630,-121.45125536400,Stream,100-654493-746761-070913-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-657000-76900-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,47457,UFR,GStr,UFR+GStr
BOWRON RIVER,BOWRON RIVER,157,54.05842395200,-121.82649883800,Stream,100-654493-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-657000-00000-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,47427,UFR,GStr,UFR+GStr
CAPTAIN CREEK,CAPTAIN CREEK,153,54.28206312360,-121.45654235300,Stream,100-639480-270767-022412-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,190-265100-01800-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,47387,UFR,GStr,UFR+GStr
DOME CREEK,DOME CREEK,163,53.75485629800,-121.02267556800,Stream,100-735802-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-738400-00000-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,47487,UFR,GStr,UFR+GStr
DRISCOLL CREEK,DRISCOLL CREEK,2713,53.86635191960,-121.43064279000,Stream,100-696400-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-698700-00000-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,125,UFR,GStr,UFR+GStr
EAST TWIN CREEK,EAST TWIN CREEK,170,53.45716956060,-120.41023204200,Stream,100-805395-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-807600-00000-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,926,UFR,GStr,UFR+GStr
FONTONIKO CREEK,FONTONIKO CREEK,155,54.36307608570,-121.34613024600,Stream,100-639480-270767-174191-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,190-265100-16700-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,47407,UFR,GStr,UFR+GStr
FORGETMENOT CREEK,FORGETMENOT CREEK,2366,53.68778181740,-120.43633872600,Stream,100-772352-308489-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-774700-31100-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,44961,UFR,GStr,UFR+GStr
FRASER RIVER - ABOVE TETE JAUNE,FRASER RIVER,2477,52.97355515940,-119.42980726100,Stream Segment,100-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,100-000000-00000-00000-0000-0000-000-000-000-000-000-000,UPPER FRASER RIVER_SP_1.3,CK-12,CK,Current,44549,UFR,GStr,UFR+GStr
